"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Uzbekistan","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","48849",""
"Uzbekistan","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","58816",""
"Uzbekistan","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","53162",""
"Uzbekistan","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","55393",""
"Uzbekistan","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","54970",""
"Uzbekistan","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","48008",""
"Uzbekistan","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","57987",""
"Uzbekistan","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","50650",""
"Uzbekistan","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","51741",""
"Uzbekistan","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","50407",""
"Uzbekistan","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","50187",""
"Uzbekistan","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","54672",""
"Uzbekistan","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","677999",""
"Uzbekistan","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","57234",""
"Uzbekistan","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","52702",""
"Uzbekistan","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","60419",""
"Uzbekistan","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","55382",""
"Uzbekistan","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","57405",""
"Uzbekistan","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","53556",""
"Uzbekistan","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","61471",""
"Uzbekistan","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","59120",""
"Uzbekistan","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","59267",""
"Uzbekistan","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","54800",""
"Uzbekistan","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","54898",""
"Uzbekistan","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","51745",""
"Uzbekistan","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","657725",""
"Uzbekistan","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","55693",""
"Uzbekistan","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1995","52663",""
"Uzbekistan","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1995","58513",""
"Uzbekistan","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1995","56954",""
"Uzbekistan","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1995","55769",""
"Uzbekistan","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1995","57005",""
"Uzbekistan","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1995","59774",""
"Uzbekistan","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1995","56900",""
"Uzbekistan","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1995","56981",""
"Uzbekistan","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1995","51584",""
"Uzbekistan","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1995","47902",""
"Uzbekistan","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1995","47987",""
"Uzbekistan","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","692324",""
"Uzbekistan","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","62077",""
"Uzbekistan","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1995","55688",""
"Uzbekistan","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1995","58487",""
"Uzbekistan","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1995","60484",""
"Uzbekistan","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1995","57167",""
"Uzbekistan","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1995","60199",""
"Uzbekistan","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1995","59920",""
"Uzbekistan","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1995","61051",""
"Uzbekistan","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1995","58707",""
"Uzbekistan","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1995","54641",""
"Uzbekistan","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1995","50372",""
"Uzbekistan","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1995","53531",""
"Venezuela (Bolivarian Republic of)","2002","Total","Total","Data tabulated by year of occurrence","Provisional figure","2003","486670","35"
"Venezuela (Bolivarian Republic of)","2002","Total","January","Data tabulated by year of occurrence","Provisional figure","2003","29133","35"
"Venezuela (Bolivarian Republic of)","2002","Total","February","Data tabulated by year of occurrence","Provisional figure","2003","38225","35"
"Venezuela (Bolivarian Republic of)","2002","Total","March","Data tabulated by year of occurrence","Provisional figure","2003","42681","35"
"Venezuela (Bolivarian Republic of)","2002","Total","April","Data tabulated by year of occurrence","Provisional figure","2003","44061","35"
"Venezuela (Bolivarian Republic of)","2002","Total","May","Data tabulated by year of occurrence","Provisional figure","2003","45904","35"
"Venezuela (Bolivarian Republic of)","2002","Total","June","Data tabulated by year of occurrence","Provisional figure","2003","40228","35"
"Venezuela (Bolivarian Republic of)","2002","Total","July","Data tabulated by year of occurrence","Provisional figure","2003","52062","35"
"Venezuela (Bolivarian Republic of)","2002","Total","August","Data tabulated by year of occurrence","Provisional figure","2003","47457","35"
"Venezuela (Bolivarian Republic of)","2002","Total","September","Data tabulated by year of occurrence","Provisional figure","2003","43850","35"
"Venezuela (Bolivarian Republic of)","2002","Total","October","Data tabulated by year of occurrence","Provisional figure","2003","44208","35"
"Venezuela (Bolivarian Republic of)","2002","Total","November","Data tabulated by year of occurrence","Provisional figure","2003","41915","35"
"Venezuela (Bolivarian Republic of)","2002","Total","December","Data tabulated by year of occurrence","Provisional figure","2003","16946","35"
"Venezuela (Bolivarian Republic of)","2001","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","529552","35"
"Venezuela (Bolivarian Republic of)","2001","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","45151","35"
"Venezuela (Bolivarian Republic of)","2001","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","39045","35"
"Venezuela (Bolivarian Republic of)","2001","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","43033","35"
"Venezuela (Bolivarian Republic of)","2001","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","41044","35"
"Venezuela (Bolivarian Republic of)","2001","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","41741","35"
"Venezuela (Bolivarian Republic of)","2001","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","39935","35"
"Venezuela (Bolivarian Republic of)","2001","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","41281","35"
"Venezuela (Bolivarian Republic of)","2001","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","44823","35"
"Venezuela (Bolivarian Republic of)","2001","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","47487","35"
"Venezuela (Bolivarian Republic of)","2001","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","49024","35"
"Venezuela (Bolivarian Republic of)","2001","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","48308","35"
"Venezuela (Bolivarian Republic of)","2001","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","48680","35"
"Venezuela (Bolivarian Republic of)","2000","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","544416","35"
"Venezuela (Bolivarian Republic of)","2000","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","44944","35"
"Venezuela (Bolivarian Republic of)","2000","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","41027","35"
"Venezuela (Bolivarian Republic of)","2000","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","43290","35"
"Venezuela (Bolivarian Republic of)","2000","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","42433","35"
"Venezuela (Bolivarian Republic of)","2000","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","43060","35"
"Venezuela (Bolivarian Republic of)","2000","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","41560","35"
"Venezuela (Bolivarian Republic of)","2000","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","44057","35"
"Venezuela (Bolivarian Republic of)","2000","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","47167","35"
"Venezuela (Bolivarian Republic of)","2000","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","50746","35"
"Venezuela (Bolivarian Republic of)","2000","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","50348","35"
"Venezuela (Bolivarian Republic of)","2000","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","48546","35"
"Venezuela (Bolivarian Republic of)","2000","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","47238","35"
"Venezuela (Bolivarian Republic of)","1999","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","527888","35"
"Venezuela (Bolivarian Republic of)","1999","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","43788","35"
"Venezuela (Bolivarian Republic of)","1999","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","42660","35"
"Venezuela (Bolivarian Republic of)","1999","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","42423","35"
"Venezuela (Bolivarian Republic of)","1999","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","41505","35"
"Venezuela (Bolivarian Republic of)","1999","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","42660","35"
"Venezuela (Bolivarian Republic of)","1999","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","40800","35"
"Venezuela (Bolivarian Republic of)","1999","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","42228","35"
"Venezuela (Bolivarian Republic of)","1999","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","44809","35"
"Venezuela (Bolivarian Republic of)","1999","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","48400","35"
"Venezuela (Bolivarian Republic of)","1999","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","48123","35"
"Venezuela (Bolivarian Republic of)","1999","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","45207","35"
"Venezuela (Bolivarian Republic of)","1999","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","45285","35"
"Venezuela (Bolivarian Republic of)","1998","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","501808","35"
"Venezuela (Bolivarian Republic of)","1998","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","42650","35"
"Venezuela (Bolivarian Republic of)","1998","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","37594","35"
"Venezuela (Bolivarian Republic of)","1998","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","40127","35"
"Venezuela (Bolivarian Republic of)","1998","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","40438","35"
"Venezuela (Bolivarian Republic of)","1998","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","40013","35"
"Venezuela (Bolivarian Republic of)","1998","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","37963","35"
"Venezuela (Bolivarian Republic of)","1998","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","39908","35"
"Venezuela (Bolivarian Republic of)","1998","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","42946","35"
"Venezuela (Bolivarian Republic of)","1998","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","45128","35"
"Venezuela (Bolivarian Republic of)","1998","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","46411","35"
"Venezuela (Bolivarian Republic of)","1998","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","44027","35"
"Venezuela (Bolivarian Republic of)","1998","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","44603","35"
"Venezuela (Bolivarian Republic of)","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","516636","35"
"Venezuela (Bolivarian Republic of)","1997","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","43428","35"
"Venezuela (Bolivarian Republic of)","1997","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","38751","35"
"Venezuela (Bolivarian Republic of)","1997","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","42292","35"
"Venezuela (Bolivarian Republic of)","1997","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","41948","35"
"Venezuela (Bolivarian Republic of)","1997","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","41474","35"
"Venezuela (Bolivarian Republic of)","1997","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","39196","35"
"Venezuela (Bolivarian Republic of)","1997","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","41818","35"
"Venezuela (Bolivarian Republic of)","1997","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","44093","35"
"Venezuela (Bolivarian Republic of)","1997","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","46649","35"
"Venezuela (Bolivarian Republic of)","1997","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","46684","35"
"Venezuela (Bolivarian Republic of)","1997","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","45526","35"
"Venezuela (Bolivarian Republic of)","1997","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","44777","35"
"Venezuela (Bolivarian Republic of)","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","497975","35"
"Venezuela (Bolivarian Republic of)","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","42240","35"
"Venezuela (Bolivarian Republic of)","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","38391","35"
"Venezuela (Bolivarian Republic of)","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","41595","35"
"Venezuela (Bolivarian Republic of)","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","40402","35"
"Venezuela (Bolivarian Republic of)","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","39870","35"
"Venezuela (Bolivarian Republic of)","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","38377","35"
"Venezuela (Bolivarian Republic of)","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","40515","35"
"Venezuela (Bolivarian Republic of)","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","42197","35"
"Venezuela (Bolivarian Republic of)","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","43942","35"
"Venezuela (Bolivarian Republic of)","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","43590","35"
"Venezuela (Bolivarian Republic of)","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","43345","35"
"Venezuela (Bolivarian Republic of)","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","43511","35"
"Venezuela (Bolivarian Republic of)","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1999","520584","35"
"Venezuela (Bolivarian Republic of)","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1999","44716","35"
"Venezuela (Bolivarian Republic of)","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1999","38069","35"
"Venezuela (Bolivarian Republic of)","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1999","43175","35"
"Venezuela (Bolivarian Republic of)","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1999","41715","35"
"Venezuela (Bolivarian Republic of)","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","41908","35"
"Venezuela (Bolivarian Republic of)","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","39547","35"
"Venezuela (Bolivarian Republic of)","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","41027","35"
"Venezuela (Bolivarian Republic of)","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","43361","35"
"Venezuela (Bolivarian Republic of)","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","47127","35"
"Venezuela (Bolivarian Republic of)","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","46979","35"
"Venezuela (Bolivarian Republic of)","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","46426","35"
"Venezuela (Bolivarian Republic of)","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","46534","35"
"Venezuela (Bolivarian Republic of)","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1999","547819","35"
"Venezuela (Bolivarian Republic of)","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1999","47063","35"
"Venezuela (Bolivarian Republic of)","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1999","40966","35"
"Venezuela (Bolivarian Republic of)","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1999","45295","35"
"Venezuela (Bolivarian Republic of)","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1999","44027","35"
"Venezuela (Bolivarian Republic of)","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","45376","35"
"Venezuela (Bolivarian Republic of)","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","42797","35"
"Venezuela (Bolivarian Republic of)","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","44021","35"
"Venezuela (Bolivarian Republic of)","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","45250","35"
"Venezuela (Bolivarian Republic of)","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","48571","35"
"Venezuela (Bolivarian Republic of)","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","48111","35"
"Venezuela (Bolivarian Republic of)","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","47578","35"
"Venezuela (Bolivarian Republic of)","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","48764","35"
"Venezuela (Bolivarian Republic of)","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1999","524387","35"
"Venezuela (Bolivarian Republic of)","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1999","43596","35"
"Venezuela (Bolivarian Republic of)","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1999","38649","35"
"Venezuela (Bolivarian Republic of)","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1999","43683","35"
"Venezuela (Bolivarian Republic of)","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1999","42393","35"
"Venezuela (Bolivarian Republic of)","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","42620","35"
"Venezuela (Bolivarian Republic of)","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","40643","35"
"Venezuela (Bolivarian Republic of)","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","42155","35"
"Venezuela (Bolivarian Republic of)","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","43675","35"
"Venezuela (Bolivarian Republic of)","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","48976","35"
"Venezuela (Bolivarian Republic of)","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","47425","35"
"Venezuela (Bolivarian Republic of)","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","45937","35"
"Venezuela (Bolivarian Republic of)","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","44635","35"
"Venezuela (Bolivarian Republic of)","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1999","559950","35"
"Venezuela (Bolivarian Republic of)","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1999","48251","35"
"Venezuela (Bolivarian Republic of)","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1999","43599","35"
"Venezuela (Bolivarian Republic of)","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1999","45136","35"
"Venezuela (Bolivarian Republic of)","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1999","43970","35"
"Venezuela (Bolivarian Republic of)","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","44478","35"
"Venezuela (Bolivarian Republic of)","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","42680","35"
"Venezuela (Bolivarian Republic of)","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","44419","35"
"Venezuela (Bolivarian Republic of)","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","46785","35"
"Venezuela (Bolivarian Republic of)","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","51602","35"
"Venezuela (Bolivarian Republic of)","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","51839","35"
"Venezuela (Bolivarian Republic of)","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","48597","35"
"Venezuela (Bolivarian Republic of)","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","48594","35"
"Venezuela (Bolivarian Republic of)","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1997","602024","35"
"Venezuela (Bolivarian Republic of)","1991","Total","January","Data tabulated by year of occurrence","Final figure, complete","1997","52292","35"
"Venezuela (Bolivarian Republic of)","1991","Total","February","Data tabulated by year of occurrence","Final figure, complete","1997","45232","35"
"Venezuela (Bolivarian Republic of)","1991","Total","March","Data tabulated by year of occurrence","Final figure, complete","1997","48570","35"
"Venezuela (Bolivarian Republic of)","1991","Total","April","Data tabulated by year of occurrence","Final figure, complete","1997","48829","35"
"Venezuela (Bolivarian Republic of)","1991","Total","May","Data tabulated by year of occurrence","Final figure, complete","1997","49488","35"
"Venezuela (Bolivarian Republic of)","1991","Total","June","Data tabulated by year of occurrence","Final figure, complete","1997","45661","35"
"Venezuela (Bolivarian Republic of)","1991","Total","July","Data tabulated by year of occurrence","Final figure, complete","1997","47729","35"
"Venezuela (Bolivarian Republic of)","1991","Total","August","Data tabulated by year of occurrence","Final figure, complete","1997","48835","35"
"Venezuela (Bolivarian Republic of)","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1997","54418","35"
"Venezuela (Bolivarian Republic of)","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1997","54882","35"
"Venezuela (Bolivarian Republic of)","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1997","53111","35"
"Venezuela (Bolivarian Republic of)","1991","Total","December","Data tabulated by year of occurrence","Final figure, complete","1997","52895","35"
"Venezuela (Bolivarian Republic of)","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","577976","35"
"Venezuela (Bolivarian Republic of)","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","48288","35"
"Venezuela (Bolivarian Republic of)","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","42886","35"
"Venezuela (Bolivarian Republic of)","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","47946","35"
"Venezuela (Bolivarian Republic of)","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","46323","35"
"Venezuela (Bolivarian Republic of)","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","47642","35"
"Venezuela (Bolivarian Republic of)","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","45432","35"
"Venezuela (Bolivarian Republic of)","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","46539","35"
"Venezuela (Bolivarian Republic of)","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","48110","35"
"Venezuela (Bolivarian Republic of)","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","52533","35"
"Venezuela (Bolivarian Republic of)","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","52802","35"
"Venezuela (Bolivarian Republic of)","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","50465","35"
"Venezuela (Bolivarian Republic of)","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","48910","35"
"Venezuela (Bolivarian Republic of)","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","529015","35"
"Venezuela (Bolivarian Republic of)","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","44584","35"
"Venezuela (Bolivarian Republic of)","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","39150","35"
"Venezuela (Bolivarian Republic of)","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","43171","35"
"Venezuela (Bolivarian Republic of)","1989","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","42765","35"
"Venezuela (Bolivarian Republic of)","1989","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","42984","35"
"Venezuela (Bolivarian Republic of)","1989","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","42137","35"
"Venezuela (Bolivarian Republic of)","1989","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","42038","35"
"Venezuela (Bolivarian Republic of)","1989","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","43581","35"
"Venezuela (Bolivarian Republic of)","1989","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","47595","35"
"Venezuela (Bolivarian Republic of)","1989","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","48540","35"
"Venezuela (Bolivarian Republic of)","1989","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","45836","35"
"Venezuela (Bolivarian Republic of)","1989","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","45724","35"
"Venezuela (Bolivarian Republic of)","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","522392","35"
"Venezuela (Bolivarian Republic of)","1988","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","42168","35"
"Venezuela (Bolivarian Republic of)","1988","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","38935","35"
"Venezuela (Bolivarian Republic of)","1988","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","42921","35"
"Venezuela (Bolivarian Republic of)","1988","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","42317","35"
"Venezuela (Bolivarian Republic of)","1988","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","42475","35"
"Venezuela (Bolivarian Republic of)","1988","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","40794","35"
"Venezuela (Bolivarian Republic of)","1988","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","42111","35"
"Venezuela (Bolivarian Republic of)","1988","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","43067","35"
"Venezuela (Bolivarian Republic of)","1988","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","47660","35"
"Venezuela (Bolivarian Republic of)","1988","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","47908","35"
"Venezuela (Bolivarian Republic of)","1988","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","45459","35"
"Venezuela (Bolivarian Republic of)","1988","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","44849","35"
"Venezuela (Bolivarian Republic of)","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","516773","35"
"Venezuela (Bolivarian Republic of)","1987","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","38060","35"
"Venezuela (Bolivarian Republic of)","1987","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","46315","35"
"Venezuela (Bolivarian Republic of)","1987","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","44589","35"
